OBJECTID,AREA,PERIMETER,ZN10OAKS_,ZN10OAKS_I,COMMENT,FEAT_NAME,DATAFILE,UNFILT_POS,GPS_HEIGHT,FILESOURCE,MAX_PDOP,CORR_TYPE,STD_DEV,HORZ_PREC,VERT_PREC,POINT_X,POINT_Y,SOURCEDATA,F_AREA,ACRES,INSIDE_X,INSIDE_Y,FID_1,FID1,AREA_1,PERIMETE_1,ZN10OAKS1,ZN10OAKS_1,COMMENT_1,FEAT_NAM_1,DATAFILE_1,UNFILT_P_1,GPS_HEIG_1,FILESOUR_1,MAX_PDOP_1,CORR_TYP_1,STD_DEV_1,HORZ_PRE_1,VERT_PRE_1,POINT_X_1,POINT_Y_1,Age,Age_2,cwd,fog,ppt,tmn,tmx
622,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7854.282463,-448697.6809, ,0,0,0,0,621,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7854.282463,-448697.6809,unknown,unknown,890.5570068,0.354092002,537.5900269,7.443600178,20.63260078
623,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7851.530791,-448704.9835, ,0,0,0,0,622,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7851.530791,-448704.9835,unknown,unknown,890.5570068,0.354092002,537.5900269,7.443600178,20.63260078
624,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7850.895789,-448707.841, ,0,0,0,0,623,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7850.895789,-448707.841,unknown,unknown,890.5570068,0.354092002,537.5900269,7.443600178,20.63260078
625,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7844.65161,-448709.8518, ,0,0,0,0,624,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7844.65161,-448709.8518,unknown,unknown,890.5570068,0.354092002,537.5900269,7.443600178,20.63260078
626,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7846.874115,-448708.0526, ,0,0,0,0,625,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7846.874115,-448708.0526,unknown,unknown,890.5570068,0.354092002,537.5900269,7.443600178,20.63260078
627,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7822.532399,-448715.3551, ,0,0,0,0,626,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7822.532399,-448715.3551,unknown,unknown,896.5570068,0.354097009,535.0830078,7.417900085,20.7560997
628,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7820.944896,-448719.3768, ,0,0,0,0,627,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7820.944896,-448719.3768,unknown,unknown,896.5570068,0.354097009,535.0830078,7.417900085,20.7560997
629,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7820.415728,-448717.2602, ,0,0,0,0,628,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7820.415728,-448717.2602,unknown,unknown,896.5570068,0.354097009,535.0830078,7.417900085,20.7560997
630,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7815.97072,-448719.5885, ,0,0,0,0,629,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7815.97072,-448719.5885,unknown,unknown,896.5570068,0.354097009,535.0830078,7.417900085,20.7560997
631,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7812.372379,-448717.7893, ,0,0,0,0,630,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7812.372379,-448717.7893,unknown,unknown,896.5570068,0.354097009,535.0830078,7.417900085,20.7560997
632,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7815.229885,-448714.4026, ,0,0,0,0,631,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7815.229885,-448714.4026,unknown,unknown,896.5570068,0.354097009,535.0830078,7.417900085,20.7560997
633,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7770.793025,-448717.2893, ,0,0,0,0,632,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7770.793025,-448717.2893,unknown,unknown,896.5570068,0.354097009,535.0830078,7.417900085,20.7560997
634,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7768.808646,-448715.6621, ,0,0,0,0,633,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-7768.808646,-448715.6621,unknown,unknown,896.5570068,0.354097009,535.0830078,7.417900085,20.7560997
635,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-6696.21422,-447646.8635, ,0,0,0,0,634,0,0,0,0,0, , , ,0,0, ,0, ,0,0,0,-6696.21422,-447646.8635,unknown,unknown,931.4370117,0.206279993,471.7669983,6.86920023,21.15839958
636,0,0,0,0,REL3 BURMARD NORTHEAST CORNER,Point_generic,bur30810.ssf,49,457.578,C:\Temp\Laura K GPS Files\zone10urmard.shp,0, ,0,0,0,-10802.4205,-452292.3443, ,0,0,0,0,635,0,0,0,0,0,REL3 BURMARD NORTHEAST CORNER,Point_generic,bur30810.ssf,49,457.578,C:\Temp\Laura K GPS Files\zone10urmard.shp,0, ,0,0,0,-10802.4205,-452292.3443,unknown,unknown,840.6929932,0.274239987,578.2670288,7.61439991,19.45599937
637,0,0,0,0,GULLY 1, , ,0,454.419,C:\Temp\Laura K GPS Files\zone10\soledadP.shp,3.900000095,Realtime Corrected,18.79447,0.306,0.61,-10801.21009,-452287.9422, ,0,0,0,0,636,0,0,0,0,0,GULLY 1, , ,0,454.419,C:\Temp\Laura K GPS Files\zone10\soledadP.shp,4,Realtime Corrected,19,0,1,-10801.21009,-452287.9422,unknown,unknown,840.6929932,0.274239987,578.2670288,7.61439991,19.45599937
638,0,0,206,206,SEEDLING,Point_generic,chy716crrn.ssf,35,262.177,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6790.679277,-448135.2491, ,0,0,0,0,637,0,0,0,206,206,SEEDLING,Point_generic,chy716crrn.ssf,35,262.177,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6790.679277,-448135.2491,seedling,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
639,0,0,207,207,TINYSEEDLING,Point_generic,chy716crrn.ssf,35,260.23,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6793.426794,-448135.1685, ,0,0,0,0,638,0,0,0,207,207,TINYSEEDLING,Point_generic,chy716crrn.ssf,35,260.23,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6793.426794,-448135.1685,seedling,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
640,0,0,216,216,3STEM,Point_generic,chy716crrn.ssf,45,243.616,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6776.752516,-448103.6603, ,0,0,0,0,639,0,0,0,216,216,3STEM,Point_generic,chy716crrn.ssf,45,243.616,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6776.752516,-448103.6603,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
641,0,0,217,217,2IND CLIFFACE,Point_generic,chy716crrn.ssf,82,254.409,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6770.771871,-448117.0846, ,0,0,0,0,640,0,0,0,217,217,2IND CLIFFACE,Point_generic,chy716crrn.ssf,82,254.409,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6770.771871,-448117.0846,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
642,0,0,218,218,1INDANDSPROUTS,Point_generic,chy716crrn.ssf,53,255.85,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6773.089614,-448117.2666, ,0,0,0,0,641,0,0,0,218,218,1INDANDSPROUTS,Point_generic,chy716crrn.ssf,53,255.85,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6773.089614,-448117.2666,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
643,0,0,219,219,1IND CLIFFACE,Point_generic,chy716crrn.ssf,47,250.223,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6772.395403,-448117.037, ,0,0,0,0,642,0,0,0,219,219,1IND CLIFFACE,Point_generic,chy716crrn.ssf,47,250.223,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6772.395403,-448117.037,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
644,0,0,220,220,2STEM AND SEEDL,Point_generic,chy716crrn.ssf,39,250.327,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6772.072309,-448114.5467, ,0,0,0,0,643,0,0,0,220,220,2STEM AND SEEDL,Point_generic,chy716crrn.ssf,39,250.327,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6772.072309,-448114.5467,seedling,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
645,0,0,221,221,1IND,Point_generic,chy716crrn.ssf,126,249.653,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6771.418545,-448113.5659, ,0,0,0,0,644,0,0,0,221,221,1IND,Point_generic,chy716crrn.ssf,126,249.653,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6771.418545,-448113.5659,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
646,0,0,222,222,6IND 2STM 2STM,Point_generic,chy716crrn.ssf,77,253.554,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6776.432481,-448111.919, ,0,0,0,0,645,0,0,0,222,222,6IND 2STM 2STM,Point_generic,chy716crrn.ssf,77,253.554,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6776.432481,-448111.919,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
647,0,0,223,223,3IND 2STM,Point_generic,chy716crrn.ssf,87,247.242,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6775.451836,-448110.4479, ,0,0,0,0,646,0,0,0,223,223,3IND 2STM,Point_generic,chy716crrn.ssf,87,247.242,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6775.451836,-448110.4479,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
648,0,0,224,224,1IND,Point_generic,chy716crrn.ssf,106,242.796,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6775.459168,-448110.6977, ,0,0,0,0,647,0,0,0,224,224,1IND,Point_generic,chy716crrn.ssf,106,242.796,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6775.459168,-448110.6977,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
649,0,0,225,225,3STM,Point_generic,chy716crrn.ssf,104,247.089,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6776.061607,-448109.93, ,0,0,0,0,648,0,0,0,225,225,3STM,Point_generic,chy716crrn.ssf,104,247.089,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6776.061607,-448109.93,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
650,0,0,226,226,1ind,Point_generic,chy716crrn.ssf,94,249.24,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6773.336087,-448110.7599, ,0,0,0,0,649,0,0,0,226,226,1ind,Point_generic,chy716crrn.ssf,94,249.24,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6773.336087,-448110.7599,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
651,0,0,227,227,2IND,Point_generic,chy716crrn.ssf,96,245.069,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6775.161857,-448106.9567, ,0,0,0,0,650,0,0,0,227,227,2IND,Point_generic,chy716crrn.ssf,96,245.069,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6775.161857,-448106.9567,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
652,0,0,228,228,3IND  2STM,Point_generic,chy716crrn.ssf,85,244.213,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6773.997425,-448107.7408, ,0,0,0,0,651,0,0,0,228,228,3IND  2STM,Point_generic,chy716crrn.ssf,85,244.213,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6773.997425,-448107.7408,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
653,0,0,229,229,2IND,Point_generic,chy716crrn.ssf,90,246.984,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6767.418856,-448107.1838, ,0,0,0,0,652,0,0,0,229,229,2IND,Point_generic,chy716crrn.ssf,90,246.984,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6767.418856,-448107.1838,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
654,0,0,230,230,1IND,Point_generic,chy716crrn.ssf,107,246.44,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6766.867984,-448105.4501, ,0,0,0,0,653,0,0,0,230,230,1IND,Point_generic,chy716crrn.ssf,107,246.44,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6766.867984,-448105.4501,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
655,0,0,231,231,2STM,Point_generic,chy716crrn.ssf,69,246.686,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6765.516222,-448106.2397, ,0,0,0,0,654,0,0,0,231,231,2STM,Point_generic,chy716crrn.ssf,69,246.686,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6765.516222,-448106.2397,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
656,0,0,232,232,3IND AND SHRUB,Point_generic,chy716crrn.ssf,85,249.851,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6763.518029,-448106.2983, ,0,0,0,0,655,0,0,0,232,232,3IND AND SHRUB,Point_generic,chy716crrn.ssf,85,249.851,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6763.518029,-448106.2983,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
657,0,0,233,233,1IND,Point_generic,chy716crrn.ssf,94,244.232,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6763.580715,-448102.0468, ,0,0,0,0,656,0,0,0,233,233,1IND,Point_generic,chy716crrn.ssf,94,244.232,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6763.580715,-448102.0468,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
658,0,0,234,234,1IND AND SEEDL,Point_generic,chy716crrn.ssf,42,247.567,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6761.303176,-448105.3633, ,0,0,0,0,657,0,0,0,234,234,1IND AND SEEDL,Point_generic,chy716crrn.ssf,42,247.567,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6761.303176,-448105.3633,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
659,0,0,235,235,1IND AND SEEDL DELEET OTHER,Point_generic,chy716crrn.ssf,142,247.518,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6761.986511,-448103.0935, ,0,0,0,0,658,0,0,0,235,235,1IND AND SEEDL DELEET OTHER,Point_generic,chy716crrn.ssf,142,247.518,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6761.986511,-448103.0935,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
660,0,0,238,238,LRG TREE,Point_generic,chy716crrn.ssf,82,238.333,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6760.767696,-448091.3802, ,0,0,0,0,659,0,0,0,238,238,LRG TREE,Point_generic,chy716crrn.ssf,82,238.333,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6760.767696,-448091.3802,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
661,0,0,239,239,3IND TREES,Point_generic,chy716crrn.ssf,36,250.123,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6761.04607,-448105.1209, ,0,0,0,0,660,0,0,0,239,239,3IND TREES,Point_generic,chy716crrn.ssf,36,250.123,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6761.04607,-448105.1209,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
662,0,0,240,240,3IND TREES DELEET PREVIOUS,Point_generic,chy716crrn.ssf,117,242.584,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6760.187253,-448092.8971, ,0,0,0,0,661,0,0,0,240,240,3IND TREES DELEET PREVIOUS,Point_generic,chy716crrn.ssf,117,242.584,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6760.187253,-448092.8971,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
663,0,0,241,241,7IND TREES,Point_generic,chy716crrn.ssf,81,242.595,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6756.969517,-448093.9914, ,0,0,0,0,662,0,0,0,241,241,7IND TREES,Point_generic,chy716crrn.ssf,81,242.595,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6756.969517,-448093.9914,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
664,0,0,242,242,1IND,Point_generic,chy716crrn.ssf,155,243.729,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6762.445855,-448099.5803, ,0,0,0,0,663,0,0,0,242,242,1IND,Point_generic,chy716crrn.ssf,155,243.729,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6762.445855,-448099.5803,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
665,0,0,243,243,2IND,Point_generic,chy716crrn.ssf,59,245.106,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6761.351199,-448100.6123, ,0,0,0,0,664,0,0,0,243,243,2IND,Point_generic,chy716crrn.ssf,59,245.106,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6761.351199,-448100.6123,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
666,0,0,244,244,UNUSUAL LEAES CHK ID,Point_generic,chy716crrn.ssf,116,246.698,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6760.781875,-448100.379, ,0,0,0,0,665,0,0,0,244,244,UNUSUAL LEAES CHK ID,Point_generic,chy716crrn.ssf,116,246.698,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6760.781875,-448100.379,unknown,unknown,904.2299805,0.272029012,520.1500244,7.281199932,20.94659996
667,0,0,246,246,1IND CLIFFACE,Point_generic,chy716crrn.ssf,35,250.517,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6749.303383,-448098.9659, ,0,0,0,0,666,0,0,0,246,246,1IND CLIFFACE,Point_generic,chy716crrn.ssf,35,250.517,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6749.303383,-448098.9659,unknown,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
668,0,0,247,247,1IND PARAL2SLOPE,Point_generic,chy716crrn.ssf,114,242.529,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6755.165987,-448094.2943, ,0,0,0,0,667,0,0,0,247,247,1IND PARAL2SLOPE,Point_generic,chy716crrn.ssf,114,242.529,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6755.165987,-448094.2943,unknown,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
669,0,0,248,248,VERY LOW SHRUB,Point_generic,chy716crrn.ssf,35,249.326,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6747.922294,-448098.7564, ,0,0,0,0,668,0,0,0,248,248,VERY LOW SHRUB,Point_generic,chy716crrn.ssf,35,249.326,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6747.922294,-448098.7564,unknown,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
670,0,0,250,250,6 OR MORE SHRUBS,Point_generic,chy716crrn.ssf,35,251.361,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6739.914614,-448102.7409, ,0,0,0,0,669,0,0,0,250,250,6 OR MORE SHRUBS,Point_generic,chy716crrn.ssf,35,251.361,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6739.914614,-448102.7409,unknown,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
671,0,0,251,251,1IND,Point_generic,chy716crrn.ssf,72,249.123,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6741.622829,-448099.1911, ,0,0,0,0,670,0,0,0,251,251,1IND,Point_generic,chy716crrn.ssf,72,249.123,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6741.622829,-448099.1911,unknown,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
672,0,0,252,252,TINYSEEDLING NEAR TOP OF CLIFF,Point_generic,chy716crrn.ssf,44,258.646,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6733.21446,-448108.687, ,0,0,0,0,671,0,0,0,252,252,TINYSEEDLING NEAR TOP OF CLIFF,Point_generic,chy716crrn.ssf,44,258.646,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6733.21446,-448108.687,seedling,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
673,0,0,253,253,SMALL SEEDLING NEAR PINE,Point_generic,chy716crrn.ssf,35,259.577,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6734.944427,-448110.1361, ,0,0,0,0,672,0,0,0,253,253,SMALL SEEDLING NEAR PINE,Point_generic,chy716crrn.ssf,35,259.577,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6734.944427,-448110.1361,seedling,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
674,0,0,254,254,SMALL TREE 6 INDH DBH,Point_generic,chy716crrn.ssf,49,258.823,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6744.325622,-448110.3609, ,0,0,0,0,673,0,0,0,254,254,SMALL TREE 6 INDH DBH,Point_generic,chy716crrn.ssf,49,258.823,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6744.325622,-448110.3609,unknown,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
675,0,0,255,255,TINY SEEDLING,Point_generic,chy716crrn.ssf,35,258.706,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6745.427609,-448109.5786, ,0,0,0,0,674,0,0,0,255,255,TINY SEEDLING,Point_generic,chy716crrn.ssf,35,258.706,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6745.427609,-448109.5786,seedling,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
676,0,0,256,256,SMALL TREE MAYBE 8 INCH DBH,Point_generic,chy716crrn.ssf,38,259.922,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6744.568064,-448110.1038, ,0,0,0,0,675,0,0,0,256,256,SMALL TREE MAYBE 8 INCH DBH,Point_generic,chy716crrn.ssf,38,259.922,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6744.568064,-448110.1038,unknown,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
677,0,0,257,257,SMALL TREEMAYBE8INDBH DEL OTHER,Point_generic,chy716crrn.ssf,146,259.519,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6747.190692,-448110.0269, ,0,0,0,0,676,0,0,0,257,257,SMALL TREEMAYBE8INDBH DEL OTHER,Point_generic,chy716crrn.ssf,146,259.519,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6747.190692,-448110.0269,unknown,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
678,0,0,258,258,SEEDLING,Point_generic,chy716crrn.ssf,35,258.695,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6740.814119,-448109.9639, ,0,0,0,0,677,0,0,0,258,258,SEEDLING,Point_generic,chy716crrn.ssf,35,258.695,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6740.814119,-448109.9639,seedling,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
679,0,0,265,265,SHRUBBY SMALL TREE,Point_generic,chy716crrn.ssf,35,240.997,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6720.29769,-448079.5683, ,0,0,0,0,678,0,0,0,265,265,SHRUBBY SMALL TREE,Point_generic,chy716crrn.ssf,35,240.997,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6720.29769,-448079.5683,unknown,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
680,0,0,266,266,SMALL SHRUB WITH SAPLING,Point_generic,chy716crrn.ssf,89,250.278,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6742.574389,-448095.4135, ,0,0,0,0,679,0,0,0,266,266,SMALL SHRUB WITH SAPLING,Point_generic,chy716crrn.ssf,89,250.278,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6742.574389,-448095.4135,sapling,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
681,0,0,268,268,2IND,Point_generic,chy716crrn.ssf,68,258.421,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6746.163728,-448083.5593, ,0,0,0,0,680,0,0,0,268,268,2IND,Point_generic,chy716crrn.ssf,68,258.421,C:\Temp\Laura K GPS Files\zone10\ZN10OAKS.shp,0, ,0,0,0,-6746.163728,-448083.5593,unknown,unknown,918.4030151,0.268743992,492.3469849,6.919700146,21.05200005
